"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
788115,"2026-03-05",1,"2026-03-05T12:33:10.786Z","2026-03-05T12:33:14.400Z",TRUE,"pitch","9bad4a6b-877c-3db0-9d24-ff852085f79e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.076,1.553,NA,113.92,131.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Hyun Bin Moon flies out to right fielder Max Prejda.",0,3,10,69,"bottom",8,"2026-03-05T12:33:08.937Z","2026-03-05T12:33:36.630Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,806806,"Hyun Bin Moon","/api/v1/people/806806","L","Left",807155,"Lukas Ercoli","/api/v1/people/807155","L","Left","vs_LHP","vs_LHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Korea","Czechia",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",82.2,75,12,2,0.4582,6.357,24.0484,-14.9724,-0.7303,11.8985,0.0808,3.9744,-3.0084,-119.7337,-3.0414,1.4506,50.0016,6.6079,-1.0556,6,4.8,24,1998,176,NA,NA,NA,NA,NA,NA,FALSE,-19.6,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",0,"2026-03-05T12:32:54.225Z","2026-03-05T12:33:10.786Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Hyun Bin Moon replaces Do Yeong Kim.","Offensive Substitution",3,10,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,806806,"/api/v1/people/806806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","101","69","atBat","Flyout","field_out","Hyun Bin Moon flies out to right fielder Max Prejda.",0,3,10,69,"bottom",8,"2026-03-05T12:33:08.937Z","2026-03-05T12:33:36.630Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,806806,"Hyun Bin Moon","/api/v1/people/806806","L","Left",807155,"Lukas Ercoli","/api/v1/people/807155","L","Left","vs_LHP","vs_LHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Korea","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,838339,"/api/v1/people/838339",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",3,"2026-03-05T12:32:26.244Z","2026-03-05T12:32:40.362Z",TRUE,"pitch","dc1f6a65-0cd5-38de-9d87-b57bd32d4b33",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.299,1.665,NA,148.17,160.51,"fly_ball","medium","8",147.03,78.56,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Ja Wook Koo flies out to center fielder Marek Chlup.",0,3,10,68,"bottom",8,"2026-03-05T12:31:46.978Z","2026-03-05T12:32:40.362Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,838332,"Ja Wook Koo","/api/v1/people/838332","L","Left",807155,"Lukas Ercoli","/api/v1/people/807155","L","Left","vs_LHP","vs_LHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Korea","Czechia",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",73.9,67.1,11,2,0.5122,6.3674,20.9317,-18.4569,0.4557,11.8788,-0.8177,2.899,-4.4206,-107.4896,-3.625,1.2179,50.002,6.6889,0.5266,1.2,7.2,24,1019,162,83.8,34,306,NA,NA,NA,TRUE,-30,20.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",2,"2026-03-05T12:32:08.114Z","2026-03-05T12:32:11.144Z",TRUE,"pitch","3996223c-7e49-3c33-ad47-f6076bd68d9c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.299,1.665,NA,118.78,192.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Ja Wook Koo flies out to center fielder Marek Chlup.",0,3,10,68,"bottom",8,"2026-03-05T12:31:46.978Z","2026-03-05T12:32:40.362Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,838332,"Ja Wook Koo","/api/v1/people/838332","L","Left",807155,"Lukas Ercoli","/api/v1/people/807155","L","Left","vs_LHP","vs_LHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Korea","Czechia",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",72.6,67.2,8,2,0.5184,6.4168,18.306,-31.9832,-4.413,0.1661,-0.0466,1.7174,-2.7281,-105.7221,-1.8791,1.8345,50.0011,6.2943,-4.9863,9.6,12,24,2321,307,NA,NA,NA,NA,NA,NA,FALSE,-51.7,0.1,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",1,"2026-03-05T12:31:48.014Z","2026-03-05T12:31:53.176Z",TRUE,"pitch","510bff26-97f4-394c-aa54-7499bc382f50",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.299,1.665,NA,139.67,150.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Ja Wook Koo flies out to center fielder Marek Chlup.",0,3,10,68,"bottom",8,"2026-03-05T12:31:46.978Z","2026-03-05T12:32:40.362Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,838332,"Ja Wook Koo","/api/v1/people/838332","L","Left",807155,"Lukas Ercoli","/api/v1/people/807155","L","Left","vs_LHP","vs_LHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Korea","Czechia",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",81.6,73.8,1,2,0.464,6.4566,25.7341,-15.0041,-1.0239,12.2078,-0.5948,3.2602,-4.209,-118.6847,-4.3974,1.3449,50.0003,6.531,-1.4392,8.4,4.8,24,1963,171,NA,NA,NA,NA,NA,NA,FALSE,-20.5,21.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",0,"2026-03-05T12:31:36.366Z","2026-03-05T12:31:48.014Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Ja Wook Koo replaces Ju Won Kim.","Offensive Substitution",3,10,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,838332,"/api/v1/people/838332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","68","atBat","Flyout","field_out","Ja Wook Koo flies out to center fielder Marek Chlup.",0,3,10,68,"bottom",8,"2026-03-05T12:31:46.978Z","2026-03-05T12:32:40.362Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,838332,"Ja Wook Koo","/api/v1/people/838332","L","Left",807155,"Lukas Ercoli","/api/v1/people/807155","L","Left","vs_LHP","vs_LHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Korea","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,823572,"/api/v1/people/823572",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",5,"2026-03-05T12:28:59.927Z","2026-03-05T12:29:08.615Z",TRUE,"pitch","c914b293-7e47-30c9-a421-62bbf7672125",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.165,1.598,NA,123.43,177.61,"ground_ball","medium","5",111.25,163.02,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Martin Muzik grounds out, third baseman Shay Whitcomb to first baseman Si Hwan Roh.",0,3,10,67,"top",8,"2026-03-05T12:27:20.886Z","2026-03-05T12:29:08.615Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,693973,"Martin Muzik","/api/v1/people/693973","R","Right",838342,"Young Kyu Kim","/api/v1/people/838342","L","Left","vs_LHP","vs_RHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia","Korea","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.6,76.9,5,2,0.45,6.5638,23.3413,-20.8076,2.2988,7.5714,-0.1688,2.2655,-5.283,-121.6129,-4.6091,1.7309,50.0041,5.9851,3.4522,6,6,24,2203,181,76.8,-4,26,NA,NA,NA,TRUE,-26.2,12.8,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",4,"2026-03-05T12:28:29.445Z","2026-03-05T12:28:35.576Z",TRUE,"pitch","eeecb6a3-fde1-3958-93d4-af8fe455eceb",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.165,1.598,NA,89.66,155.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Martin Muzik grounds out, third baseman Shay Whitcomb to first baseman Si Hwan Roh.",0,3,10,67,"top",8,"2026-03-05T12:27:20.886Z","2026-03-05T12:29:08.615Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,693973,"Martin Muzik","/api/v1/people/693973","R","Right",838342,"Young Kyu Kim","/api/v1/people/838342","L","Left","vs_LHP","vs_RHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia","Korea","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",87.4,79.8,3,2,0.4308,6.4214,26.4848,-16.6902,5.8991,9.4647,0.7173,3.0951,-4.8415,-127.2095,-3.4327,1.8802,50.0053,5.7878,9.6542,26.4,4.8,24,2130,143,NA,NA,NA,NA,NA,NA,FALSE,-19.3,16.6,-9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",3,"2026-03-05T12:28:13.353Z","2026-03-05T12:28:16.353Z",TRUE,"pitch","c52efacb-bd9c-3ed0-b953-006dee974760",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.165,1.598,NA,80.75,125.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Martin Muzik grounds out, third baseman Shay Whitcomb to first baseman Si Hwan Roh.",0,3,10,67,"top",8,"2026-03-05T12:27:20.886Z","2026-03-05T12:29:08.615Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,693973,"Martin Muzik","/api/v1/people/693973","R","Right",838342,"Young Kyu Kim","/api/v1/people/838342","L","Left","vs_LHP","vs_RHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia","Korea","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.6,76.7,12,2,0.4496,6.4249,23.5118,-26.1197,8.2614,4.0305,0.951,4.2115,-4.2696,-121.749,0.4221,1.6524,50.0058,6.2931,12.4262,24,7.2,24,1607,145,NA,NA,NA,NA,NA,NA,FALSE,-31.3,7.7,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",2,"2026-03-05T12:27:57.114Z","2026-03-05T12:28:00.114Z",TRUE,"pitch","056c591f-3cbb-3ec7-a785-7cc8dcfd297a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.165,1.598,NA,99.07,111.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Martin Muzik grounds out, third baseman Shay Whitcomb to first baseman Si Hwan Roh.",0,3,10,67,"top",8,"2026-03-05T12:27:20.886Z","2026-03-05T12:29:08.615Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,693973,"Martin Muzik","/api/v1/people/693973","R","Right",838342,"Young Kyu Kim","/api/v1/people/838342","L","Left","vs_LHP","vs_RHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia","Korea","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.7,80.9,12,2,0.4245,6.3526,27.2161,-17.9448,6.1582,8.442,0.4704,4.7082,-5.607,-129.0944,0.4599,1.8719,50.0021,5.9105,10.3796,27.6,4.8,24,2209,129,NA,NA,NA,NA,NA,NA,FALSE,-19.2,15.6,-9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",1,"2026-03-05T12:27:40.373Z","2026-03-05T12:27:43.373Z",TRUE,"pitch","4f6bba64-b243-3538-bfd4-5625aa19e7ee",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.165,1.598,NA,117.84,146.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Martin Muzik grounds out, third baseman Shay Whitcomb to first baseman Si Hwan Roh.",0,3,10,67,"top",8,"2026-03-05T12:27:20.886Z","2026-03-05T12:29:08.615Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,693973,"Martin Muzik","/api/v1/people/693973","R","Right",838342,"Young Kyu Kim","/api/v1/people/838342","L","Left","vs_LHP","vs_RHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia","Korea","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.5,80.8,11,2,0.4258,6.2788,27.0561,-17.1517,6.6235,8.9662,-0.0221,3.4058,-6.3858,-128.7005,-2.8515,1.6324,50.0016,5.8586,11.0955,28.8,4.8,24,2137,146,NA,NA,NA,NA,NA,NA,FALSE,-19.2,15.8,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",0,"2026-03-05T12:27:27.835Z","2026-03-05T12:27:31.588Z",TRUE,"pitch","3e01fe4a-61e1-341d-8483-cdb97efa2302",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.165,1.598,NA,105.7,203.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Martin Muzik grounds out, third baseman Shay Whitcomb to first baseman Si Hwan Roh.",0,3,10,67,"top",8,"2026-03-05T12:27:20.886Z","2026-03-05T12:29:08.615Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,693973,"Martin Muzik","/api/v1/people/693973","R","Right",838342,"Young Kyu Kim","/api/v1/people/838342","L","Left","vs_LHP","vs_RHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia","Korea","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.1,76.5,14,2,0.4532,6.3952,23.2324,-24.6487,8.6094,5.0843,0.2964,1.3188,-5.4868,-120.7932,-6.0072,1.4773,50.0008,6.0011,12.7382,24,7.2,24,1677,145,NA,NA,NA,NA,NA,NA,FALSE,-31.7,8,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",7,"2026-03-05T12:27:00.140Z","2026-03-05T12:27:03.140Z",TRUE,"pitch","4da6ec2e-9141-32d6-9ee2-753ac2f0b3bc",8,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.388,1.71,NA,106.39,180.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Marek Chlup strikes out swinging.",0,3,10,66,"top",8,"2026-03-05T12:24:14.235Z","2026-03-05T12:27:03.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,803013,"Marek Chlup","/api/v1/people/803013","R","Right",838342,"Young Kyu Kim","/api/v1/people/838342","L","Left","vs_LHP","vs_RHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia","Korea","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.1,76.8,8,2,0.4518,6.2065,22.6337,-28.1543,4.8748,2.6951,0.2785,2.1575,-4.4443,-121.0206,-3.7075,1.5014,50.0005,6.1633,7.2623,13.2,8.4,24,1458,148,NA,NA,NA,NA,NA,NA,TRUE,-35.2,4.3,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",6,"2026-03-05T12:26:40.480Z","2026-03-05T12:26:43.480Z",TRUE,"pitch","376ec52d-c44d-347b-99fc-9df78fb1200c",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.388,1.71,NA,124.29,172.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Marek Chlup strikes out swinging.",0,3,10,66,"top",8,"2026-03-05T12:24:14.235Z","2026-03-05T12:27:03.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,803013,"Marek Chlup","/api/v1/people/803013","R","Right",838342,"Young Kyu Kim","/api/v1/people/838342","L","Left","vs_LHP","vs_RHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia","Korea","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90,81.9,5,2,0.4196,6.518,28.9697,-12.4489,6.5124,11.4448,-0.1913,2.4544,-6.9818,-130.8104,-5.8071,1.6731,50.006,5.6457,11.2282,34.8,3.6,24,2231,140,NA,NA,NA,NA,NA,NA,FALSE,-14.4,19.6,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",5,"2026-03-05T12:26:20.677Z","2026-03-05T12:26:24.170Z",TRUE,"pitch","115c0d9b-be40-388f-ae2b-44736c1d28cc",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.388,1.71,NA,46.22,162.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Marek Chlup strikes out swinging.",0,3,10,66,"top",8,"2026-03-05T12:24:14.235Z","2026-03-05T12:27:03.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,803013,"Marek Chlup","/api/v1/people/803013","R","Right",838342,"Young Kyu Kim","/api/v1/people/838342","L","Left","vs_LHP","vs_RHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia","Korea","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.9,81.7,12,2,0.4197,6.3247,29.7437,-14.4657,5.4567,10.2857,1.8569,2.8365,-1.6811,-130.914,-4.4699,1.8017,50.0011,5.662,9.3933,30,4.8,24,2277,139,NA,NA,NA,NA,NA,NA,FALSE,-16.2,17.8,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
788115,"2026-03-05",4,"2026-03-05T12:26:05.010Z","2026-03-05T12:26:08.662Z",TRUE,"pitch","70449f7a-7127-30fb-8d8b-f00db18fed28",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.388,1.71,NA,65.73,173.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Marek Chlup strikes out swinging.",0,3,10,66,"top",8,"2026-03-05T12:24:14.235Z","2026-03-05T12:27:03.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,803013,"Marek Chlup","/api/v1/people/803013","R","Right",838342,"Young Kyu Kim","/api/v1/people/838342","L","Left","vs_LHP","vs_RHB","Empty",NA,"Korea",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia",51,"International Baseball",11,"Office of the Commissioner",160,"World Baseball Classic","Czechia","Korea","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.5,75.3,14,2,0.4577,6.3462,25.2075,-27.3106,-3.0864,3.3623,1.3451,2.4325,-0.0304,-120.0831,-2.8393,1.7584,50.0051,6.0829,-4.4672,9.6,8.4,24,2269,207,NA,NA,NA,NA,NA,NA,FALSE,-34.8,5.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
