game_pk,game_date,index,startTime,endTime,isPitch,type,details.description,details.event,details.eventType,details.awayScore,details.homeScore,details.isScoringPlay,details.isOut,details.hasReview,count.balls.x,count.strikes.x,count.outs.x,player.id,player.link,atBatIndex,result.type,result.event,result.eventType,result.description,result.rbi,result.awayScore,result.homeScore,result.isOut,about.atBatIndex,about.halfInning,about.isTopInning,about.inning,about.startTime,about.endTime,about.isComplete,about.isScoringPlay,about.hasOut,about.captivatingIndex,count.balls.y,count.strikes.y,count.outs.y,matchup.batter.id,matchup.batter.fullName,matchup.batter.link,matchup.batSide.code,matchup.batSide.description,matchup.pitcher.id,matchup.pitcher.fullName,matchup.pitcher.link,matchup.pitchHand.code,matchup.pitchHand.description,matchup.splits.batter,matchup.splits.pitcher,matchup.splits.menOnBase,home_team,home_level_id,home_level_name,home_parentOrg_id,home_parentOrg_name,home_league_id,home_league_name,away_team,away_level_id,away_level_name,away_parentOrg_id,away_parentOrg_name,away_league_id,away_league_name,batting_team,fielding_team
788135,2026-03-08,0,2026-03-08T14:41:29.978Z,2026-03-08T14:41:29.978Z,FALSE,action,Status Change - Pre-Game,Game Advisory,game_advisory,0,0,FALSE,FALSE,FALSE,0,0,0,703197,/api/v1/people/703197,0,atBat,Game Advisory,game_advisory,Status Change - Pre-Game,0,0,0,FALSE,0,top,TRUE,1,2026-03-08T14:41:29.978Z,2026-03-08T14:41:29.978Z,FALSE,FALSE,FALSE,0,0,0,0,703197,Michael Arroyo,/api/v1/people/703197,R,Right,682644,Denny Larrondo,/api/v1/people/682644,R,Right,vs_RHP,vs_RHB,Empty,Cuba,51,International Baseball,11,Office of the Commissioner,160,World Baseball Classic,Colombia,51,International Baseball,11,Office of the Commissioner,160,World Baseball Classic,Colombia,Cuba
